"survey_id","site","date","avg_depth_m","time_24hr","transect_m","visibility_m","weather","current","local_boats","researcher","site_code","area_m2","area_ha","family","fish_count","fish_density_ha","trophic_group","taxon_family","genus","species_epithet","sci_name"
"TB2504","Tanote Bay",2025-04-09,11,"15:20",100,10,2,"None",3,"Gavin","TB",1000,0.1,"Butterflyfish",33,330,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2504","Tanote Bay",2025-04-09,11,"15:20",100,10,2,"None",3,"Gavin","TB",1000,0.1,"Parrotfish",21,210,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2504","Tanote Bay",2025-04-09,11,"15:20",100,10,2,"None",3,"Gavin","TB",1000,0.1,"Rabbitfish",21,210,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2506","Tanote Bay",2025-06-10,8,"15:10",100,10,3,"None",8,"Flo","TB",1000,0.1,"Butterflyfish",33,330,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2506","Tanote Bay",2025-06-10,8,"15:10",100,10,3,"None",8,"Flo","TB",1000,0.1,"Parrotfish",20,200,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2506","Tanote Bay",2025-06-10,8,"15:10",100,10,3,"None",8,"Flo","TB",1000,0.1,"Rabbitfish",26,260,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2506","Tanote Bay",2025-06-10,8,"15:10",100,10,3,"None",8,"Jess F","TB",1000,0.1,"Butterflyfish",15,150,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2506","Tanote Bay",2025-06-10,8,"15:10",100,10,3,"None",8,"Jess F","TB",1000,0.1,"Parrotfish",16,160,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2506","Tanote Bay",2025-06-10,8,"15:10",100,10,3,"None",8,"Jess F","TB",1000,0.1,"Rabbitfish",21,210,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Tanote Bay",2025-08-06,8,"15:21",100,15,2,"None",4,"Amira","TB",1000,0.1,"Butterflyfish",26,260,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Tanote Bay",2025-08-06,8,"15:21",100,15,2,"None",4,"Amira","TB",1000,0.1,"Parrotfish",22,220,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Tanote Bay",2025-08-06,8,"15:21",100,15,2,"None",4,"Amira","TB",1000,0.1,"Rabbitfish",24,240,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Tanote Bay",2025-08-06,8,"15:21",100,15,2,"None",4,"Hanwei","TB",1000,0.1,"Butterflyfish",32,320,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Tanote Bay",2025-08-06,8,"15:21",100,15,2,"None",4,"Hanwei","TB",1000,0.1,"Parrotfish",32,320,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Tanote Bay",2025-08-06,8,"15:21",100,15,2,"None",4,"Hanwei","TB",1000,0.1,"Rabbitfish",21,210,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2508","Tanote Bay",2025-08-06,7.7,"15:21",100,15,2,"None",4,"Amira","TB",1000,0.1,"Butterflyfish",26,260,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2508","Tanote Bay",2025-08-06,7.7,"15:21",100,15,2,"None",4,"Amira","TB",1000,0.1,"Parrotfish",22,220,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2508","Tanote Bay",2025-08-06,7.7,"15:21",100,15,2,"None",4,"Amira","TB",1000,0.1,"Rabbitfish",24,240,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2508","Tanote Bay",2025-08-06,7.8,"15:21",100,15,2,"None",4,"Hanwei","TB",1000,0.1,"Butterflyfish",32,320,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2508","Tanote Bay",2025-08-06,7.8,"15:21",100,15,2,"None",4,"Hanwei","TB",1000,0.1,"Parrotfish",32,320,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2508","Tanote Bay",2025-08-06,7.8,"15:21",100,15,2,"None",4,"Hanwei","TB",1000,0.1,"Rabbitfish",21,210,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,2,"None",12,"Agathe","TB",1000,0.1,"Butterflyfish",28,280,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,2,"None",12,"Agathe","TB",1000,0.1,"Parrotfish",6,60,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,2,"None",12,"Agathe","TB",1000,0.1,"Rabbitfish",28,280,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,2,"None",12,"Allie","TB",1000,0.1,"Butterflyfish",24,240,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,2,"None",12,"Allie","TB",1000,0.1,"Parrotfish",14,140,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,2,"None",12,"Allie","TB",1000,0.1,"Rabbitfish",24,240,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,3,"None",12,"Mathys","TB",1000,0.1,"Butterflyfish",10,100,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,3,"None",12,"Mathys","TB",1000,0.1,"Parrotfish",13,130,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,3,"None",12,"Mathys","TB",1000,0.1,"Rabbitfish",14,140,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,3,"None",12,"SK","TB",1000,0.1,"Butterflyfish",21,210,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,3,"None",12,"SK","TB",1000,0.1,"Parrotfish",14,140,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,3,"None",12,"SK","TB",1000,0.1,"Rabbitfish",13,130,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2510","Tanote Bay",2025-10-06,12,"15:00",100,10,2,"None",3,"Liam","TB",1000,0.1,"Butterflyfish",26,260,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2510","Tanote Bay",2025-10-06,12,"15:00",100,10,2,"None",3,"Liam","TB",1000,0.1,"Parrotfish",19,190,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2510","Tanote Bay",2025-10-06,12,"15:00",100,10,2,"None",3,"Liam","TB",1000,0.1,"Rabbitfish",28,280,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2510","Tanote Bay",2025-10-06,12,"15:00",100,10,2,"None",3,"Mathys","TB",1000,0.1,"Butterflyfish",23,230,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2510","Tanote Bay",2025-10-06,12,"15:00",100,10,2,"None",3,"Mathys","TB",1000,0.1,"Parrotfish",28,280,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2510","Tanote Bay",2025-10-06,12,"15:00",100,10,2,"None",3,"Mathys","TB",1000,0.1,"Rabbitfish",39,390,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2602","Tanote Bay",2026-02-03,7.4,"13.3",100,10,1,"None",0,"Ruby","TB",1000,0.1,"Butterflyfish",11,110,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2602","Tanote Bay",2026-02-03,7.4,"13.3",100,10,1,"None",0,"Ruby","TB",1000,0.1,"Parrotfish",9,90,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2602","Tanote Bay",2026-02-03,7.4,"13.3",100,10,1,"None",0,"Ruby","TB",1000,0.1,"Rabbitfish",20,200,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2604","Tanote Bay",2026-04-07,8.5,"13:15",100,12,1,"None",2,"Jess","TB",1000,0.1,"Butterflyfish",24,240,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2604","Tanote Bay",2026-04-07,8.5,"13:15",100,12,1,"None",2,"Jess","TB",1000,0.1,"Parrotfish",32,320,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2604","Tanote Bay",2026-04-07,8.5,"13:15",100,12,1,"None",2,"Jess","TB",1000,0.1,"Rabbitfish",42,420,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2604","Tanote Bay",2026-04-07,8.5,"13:15",100,12,1,"None",2,"Will","TB",1000,0.1,"Butterflyfish",10,100,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2604","Tanote Bay",2026-04-07,8.5,"13:15",100,12,1,"None",2,"Will","TB",1000,0.1,"Parrotfish",9,90,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2604","Tanote Bay",2026-04-07,8.5,"13:15",100,12,1,"None",2,"Will","TB",1000,0.1,"Rabbitfish",37,370,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2502","Twins Wall",2025-02-04,9,"9:34",100,10,1,"None",5,"Ben","TW",1000,0.1,"Butterflyfish",15,150,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2502","Twins Wall",2025-02-04,9,"9:34",100,10,1,"None",5,"Ben","TW",1000,0.1,"Parrotfish",31,310,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2502","Twins Wall",2025-02-04,9,"9:34",100,10,1,"None",5,"Ben","TW",1000,0.1,"Rabbitfish",24,240,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2502","Twins Wall",2025-02-04,9,"9:34",100,10,1,"None",3,"Olive","TW",1000,0.1,"Butterflyfish",18,180,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2502","Twins Wall",2025-02-04,9,"9:34",100,10,1,"None",3,"Olive","TW",1000,0.1,"Parrotfish",27,270,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2502","Twins Wall",2025-02-04,9,"9:34",100,10,1,"None",3,"Olive","TW",1000,0.1,"Rabbitfish",36,360,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2504","Twins Wall",2025-03-31,7.5,"13:31",100,12,4,"Light",7,"Camille","TW",1000,0.1,"Butterflyfish",19,190,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2504","Twins Wall",2025-03-31,7.5,"13:31",100,12,4,"Light",7,"Camille","TW",1000,0.1,"Parrotfish",31,310,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2504","Twins Wall",2025-03-31,7.5,"13:31",100,12,4,"Light",7,"Camille","TW",1000,0.1,"Rabbitfish",36,360,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2504","Twins Wall",2025-03-31,7.5,"13:31",100,12,4,"Light",7,"Emma","TW",1000,0.1,"Butterflyfish",21,210,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2504","Twins Wall",2025-03-31,7.5,"13:31",100,12,4,"Light",7,"Emma","TW",1000,0.1,"Parrotfish",26,260,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2504","Twins Wall",2025-03-31,7.5,"13:31",100,12,4,"Light",7,"Emma","TW",1000,0.1,"Rabbitfish",49,490,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2504","Twins Wall",2025-03-31,7.5,"13:31",100,12,4,"Light",7,"Renzo","TW",1000,0.1,"Butterflyfish",10,100,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2504","Twins Wall",2025-03-31,7.5,"13:31",100,12,4,"Light",7,"Renzo","TW",1000,0.1,"Parrotfish",26,260,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2504","Twins Wall",2025-03-31,7.5,"13:31",100,12,4,"Light",7,"Renzo","TW",1000,0.1,"Rabbitfish",39,390,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2506","Twins Wall",2025-06-16,9,"13:15",100,20,3,"None",0,"Emma","TW",1000,0.1,"Butterflyfish",19,190,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2506","Twins Wall",2025-06-16,9,"13:15",100,20,3,"None",0,"Emma","TW",1000,0.1,"Parrotfish",32,320,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2506","Twins Wall",2025-06-16,9,"13:15",100,20,3,"None",0,"Emma","TW",1000,0.1,"Rabbitfish",36,360,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2506","Twins Wall",2025-06-16,9,"13:15",100,20,3,"None",0,"Mirea","TW",1000,0.1,"Butterflyfish",33,330,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2506","Twins Wall",2025-06-16,9,"13:15",100,20,3,"None",0,"Mirea","TW",1000,0.1,"Parrotfish",29,290,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2506","Twins Wall",2025-06-16,9,"13:15",100,20,3,"None",0,"Mirea","TW",1000,0.1,"Rabbitfish",9,90,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2508","Twins Wall",2025-08-06,7.9,"9:30",100,20,2,"None",9,"Cassidy","TW",1000,0.1,"Butterflyfish",37,370,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2508","Twins Wall",2025-08-06,7.9,"9:30",100,20,2,"None",9,"Cassidy","TW",1000,0.1,"Parrotfish",20,200,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2508","Twins Wall",2025-08-06,7.9,"9:30",100,20,2,"None",9,"Cassidy","TW",1000,0.1,"Rabbitfish",25,250,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2508","Twins Wall",2025-08-06,7.9,"9:30",100,20,2,"None",9,"Maddie","TW",1000,0.1,"Butterflyfish",77,770,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2508","Twins Wall",2025-08-06,7.9,"9:30",100,20,2,"None",9,"Maddie","TW",1000,0.1,"Parrotfish",35,350,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2508","Twins Wall",2025-08-06,7.9,"9:30",100,20,2,"None",9,"Maddie","TW",1000,0.1,"Rabbitfish",16,160,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Twins Wall",2025-10-01,9.9,"15:14",100,15,3,"Light",10,"Liam","TW",1000,0.1,"Butterflyfish",15,150,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Twins Wall",2025-10-01,9.9,"15:14",100,15,3,"Light",10,"Liam","TW",1000,0.1,"Butterflyfish",13,130,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Twins Wall",2025-10-01,9.9,"15:14",100,15,3,"Light",10,"Liam","TW",1000,0.1,"Parrotfish",20,200,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Twins Wall",2025-10-01,9.9,"15:14",100,15,3,"Light",10,"Liam","TW",1000,0.1,"Parrotfish",16,160,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Twins Wall",2025-10-01,9.9,"15:14",100,15,3,"Light",10,"Liam","TW",1000,0.1,"Rabbitfish",4,40,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Twins Wall",2025-10-01,9.9,"15:14",100,15,3,"Light",10,"Liam","TW",1000,0.1,"Rabbitfish",8,80,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2510","Twins Wall",2025-10-01,8.3,"13:12",100,15,3,"Light",6,"Liam","TW",1000,0.1,"Butterflyfish",16,160,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2510","Twins Wall",2025-10-01,8.3,"13:12",100,15,3,"Light",6,"Liam","TW",1000,0.1,"Parrotfish",23,230,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2510","Twins Wall",2025-10-01,8.3,"13:12",100,15,3,"Light",6,"Liam","TW",1000,0.1,"Rabbitfish",7,70,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2510","Twins Wall",2025-10-01,8.3,"13:12",100,15,3,"Light",6,"Ruby","TW",1000,0.1,"Butterflyfish",16,160,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2510","Twins Wall",2025-10-01,8.3,"13:12",100,15,3,"Light",6,"Ruby","TW",1000,0.1,"Parrotfish",29,290,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2510","Twins Wall",2025-10-01,8.3,"13:12",100,15,3,"Light",6,"Ruby","TW",1000,0.1,"Rabbitfish",14,140,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Twins Wall",2025-10-08,9.3,"15:03",100,15,3,NA,9,"Lily","TW",1000,0.1,"Butterflyfish",22,220,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Twins Wall",2025-10-08,9.3,"15:03",100,15,3,NA,9,"Lily","TW",1000,0.1,"Butterflyfish",21,210,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Twins Wall",2025-10-08,9.3,"15:03",100,15,3,NA,9,"Lily","TW",1000,0.1,"Parrotfish",42,420,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Twins Wall",2025-10-08,9.3,"15:03",100,15,3,NA,9,"Lily","TW",1000,0.1,"Parrotfish",32,320,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Twins Wall",2025-10-08,9.3,"15:03",100,15,3,NA,9,"Lily","TW",1000,0.1,"Rabbitfish",28,280,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Twins Wall",2025-10-08,9.3,"15:03",100,15,3,NA,9,"Lily","TW",1000,0.1,"Rabbitfish",28,280,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Twins Wall",2025-10-08,8.5,"15:08",100,12,3,NA,9,"Thomas","TW",1000,0.1,"Butterflyfish",52,520,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Twins Wall",2025-10-08,8.5,"15:08",100,12,3,NA,9,"Thomas","TW",1000,0.1,"Butterflyfish",30,300,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Twins Wall",2025-10-08,8.5,"15:08",100,12,3,NA,9,"Thomas","TW",1000,0.1,"Parrotfish",47,470,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Twins Wall",2025-10-08,8.5,"15:08",100,12,3,NA,9,"Thomas","TW",1000,0.1,"Parrotfish",55,550,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Twins Wall",2025-10-08,8.5,"15:08",100,12,3,NA,9,"Thomas","TW",1000,0.1,"Rabbitfish",37,370,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Twins Wall",2025-10-08,8.5,"15:08",100,12,3,NA,9,"Thomas","TW",1000,0.1,"Rabbitfish",29,290,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2602","Twins Wall",2026-02-04,9.6,"13:40",100,8,2,"Light",16,"Beth","TW",1000,0.1,"Butterflyfish",15,150,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2602","Twins Wall",2026-02-04,9.6,"13:40",100,8,2,"Light",16,"Beth","TW",1000,0.1,"Parrotfish",16,160,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2602","Twins Wall",2026-02-04,9.6,"13:40",100,8,2,"Light",16,"Beth","TW",1000,0.1,"Rabbitfish",18,180,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2602","Twins Wall",2026-02-04,9.6,"13:40",100,8,2,"Light",16,"Vic","TW",1000,0.1,"Butterflyfish",23,230,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2602","Twins Wall",2026-02-04,9.6,"13:40",100,8,2,"Light",16,"Vic","TW",1000,0.1,"Parrotfish",25,250,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2602","Twins Wall",2026-02-04,9.6,"13:40",100,8,2,"Light",16,"Vic","TW",1000,0.1,"Rabbitfish",29,290,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2604","Twins Wall",2026-04-18,7.6,"13:32",100,20,2,"None",5,"Lucy H","TW",1000,0.1,"Butterflyfish",19,190,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2604","Twins Wall",2026-04-18,7.6,"13:32",100,20,2,"None",5,"Lucy H","TW",1000,0.1,"Parrotfish",37,370,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2604","Twins Wall",2026-04-18,7.6,"13:32",100,20,2,"None",5,"Lucy H","TW",1000,0.1,"Rabbitfish",13,130,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2604","Twins Wall",2026-04-18,7.6,"13:32",100,20,2,"None",5,"Lucy W","TW",1000,0.1,"Butterflyfish",9,90,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2604","Twins Wall",2026-04-18,7.6,"13:32",100,20,2,"None",5,"Lucy W","TW",1000,0.1,"Parrotfish",14,140,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2604","Twins Wall",2026-04-18,7.6,"13:32",100,20,2,"None",5,"Lucy W","TW",1000,0.1,"Rabbitfish",22,220,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
